,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
87,222406832,18 06 25.486,-27 32 23.94,1,15.429,,,313-150818,18062548-2732237,STAR,JHK,,,,,,,,,,,,,,,,,,13.08,0.06,12.275,0.048,12.081,0.062,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,5.1,0624-0887463
88,222411842,18 18 01.144,-27 31 58.32,1,15.093,,,313-193320,18180114-2731582,STAR,JHK,,15.1,7.7,-12.8,3.8,,,,,,,,,,,,,13.603,0.035,13.193,0.034,13.002,0.035,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,16.4,
89,222414803,18 06 21.244,-27 31 42.54,1,15.547,,,313-150528,18062122-2731425,STAR,JHK,,-11.2,8.8,12.1,8.8,,,,,,,,,,,,,13.472999999999999,0.055999999999999994,12.696,0.047,12.594000000000001,0.05,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,6.2,
90,222427703,18 20 32.467,-27 30 36.38,1,13.640999999999998,,,313-200256,18203246-2730364,STAR,JHK,,-11.6,3.5,0.8,3.6,,,,,,,,,,,,,11.282,0.026000000000000002,10.612,0.027000000000000003,10.389000000000001,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.7,
91,222429836,18 10 45.780,-27 30 25.19,1,15.128,,,313-166078,18104578-2730252,STAR,J,,41.6,15.7,-32.4,14.6,,,,,,,,,,,,,13.792,0.022000000000000002,13.431,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,AAU-226-220-cc0-0-0,3.6,
92,222440330,18 07 16.823,-27 29 30.85,1,15.543,,,313-153779,18071680-2729307,STAR,JHK,,15.4,6.3,-9.9,6.9,,,,,,,,,,,,,12.92,0.027999999999999997,12.075999999999999,0.031,11.821,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00s-0-0,6.4,
93,222441601,18 06 34.710,-27 29 24.30,1,15.449000000000002,,,313-151380,18063471-2729241,STAR,JHK,,34.8,8.9,-20.7,8.5,,,,,,,,,,,,,13.122,0.057,12.328,0.057999999999999996,12.132,0.051,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,6.1,
94,222444566,18 15 56.101,-27 29 09.23,1,13.657,,,313-186094,18155609-2729092,STAR,JHK,,-10.5,3.0,-25.3,4.5,,,,,,,,,,,,,11.852,0.027000000000000003,11.253,0.027000000000000003,11.129000000000001,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.0,
95,222465549,18 17 10.522,-27 27 21.09,1,14.544,,,313-190527,18171051-2727211,STAR,JHK,,11.3,6.0,7.0,2.8,,,,,,,,,,,,,12.945,0.028999999999999998,12.453,0.027999999999999997,12.296,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.6,
96,222469299,18 06 30.625,-27 27 02.08,1,15.536,,,313-151129,18063061-2727020,STAR,JHK,,,,,,,,,,,,,,,,,,13.405999999999999,0.045,12.635,0.037000000000000005,12.501,0.046,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.6,0625-0869073
97,222477580,17 53 55.064,-27 26 19.23,1,8.474,,,313-126024,17535506-2726190,STAR,J,,12.3,2.5,-2.2,27.5,,,,,,,,,,,,,6.774,0.02,5.559,0.04,4.9510000000000005,0.016,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.0,
98,222481372,18 15 16.155,-27 25 59.55,1,13.251,,,313-183454,18151614-2725595,STAR,JHK,,7.3,2.6,12.8,2.5,,,,,,,,,,,,,11.142999999999999,0.026000000000000002,10.529000000000002,0.03,10.328,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,4.7,
99,222484031,18 12 10.876,-27 25 45.94,1,10.109,,6851-5536-1,313-171735,18121086-2725460,STAR,BV,,1.6,2.6,2.5,2.3,,,9.876,0.03,9.959,0.046,,,,,,,9.98,0.027000000000000003,9.998,0.023,9.968,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.7,
100,222498352,18 18 51.613,-27 24 29.70,1,15.86,,,313-195989,18185161-2724296,STAR,BV,,-2.5,4.6,-1.1,3.6,,,14.343,0.02,15.357999999999999,0.051,,,,,,,12.155,0.024,11.499,0.027000000000000003,11.334000000000001,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.3,
101,222498720,18 20 21.157,-27 24 27.75,1,6.965,89871.0,6852-3854-1,313-199797,,STAR,BV,,18.64,0.85,-23.52,0.53,4.83,0.83,8.627,0.019,7.24,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,222499429,18 18 42.736,-27 24 23.96,1,13.874,,,313-195527,18184273-2724239,STAR,JHK,,-8.7,3.5,-10.0,3.5,,,,,,,,,,,,,12.357999999999999,0.024,11.890999999999998,0.027000000000000003,11.745,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.1,
103,222509184,18 08 41.882,-27 23 32.60,1,15.684000000000001,,,314-148951,18084187-2723324,STAR,JHK,,46.9,9.0,20.2,9.0,,,,,,,,,,,,,13.184000000000001,0.03,12.352,0.027000000000000003,12.128,0.03,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,4.9,0626-0879078
104,222511853,18 03 10.270,-27 23 18.43,1,14.732999999999999,,,,18031027-2723184,STAR,J,,,,,,,,,,,,,,,,,,13.407,0.055,12.355,0.05,12.015999999999998,0.045,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.4,0626-0846974
105,222513336,18 02 47.413,-27 23 10.49,1,15.295,,,314-128672,18024742-2723106,STAR,JHK,,-9.5,7.9,-16.6,8.0,,,,,,,,,,,,,12.782,0.038,11.954,0.042,11.720999999999998,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00d-0-0,13.2,
106,222517371,18 08 19.269,-27 22 49.74,1,15.482000000000001,,,314-148124,18081927-2722496,STAR,JHK,,40.5,13.8,-83.0,13.7,,,,,,,,,,,,,13.023,0.049,12.234000000000002,0.05,11.982000000000001,0.046,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-333-ccc-0-0,4.9,
107,222517686,18 08 17.431,-27 22 48.18,1,15.838,,,314-148070,18081743-2722482,STAR,JHK,,17.6,15.1,-8.4,5.5,,,,,,,,,,,,,13.397,0.03,12.693,0.026000000000000002,12.472999999999999,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-211-c00-0-0,6.0,
108,222522331,18 03 12.470,-27 22 23.84,1,15.027000000000001,,,,18031247-2722238,STAR,J,,,,,,,,,,,,,,,,,,13.695,0.024,12.513,0.032,12.078,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.3,0626-0847133
109,222533695,18 03 13.668,-27 21 23.57,1,13.3,,,,18031366-2721235,STAR,J,,,,,,,,,,,,,,,,,,11.829,0.022000000000000002,10.427999999999999,0.022000000000000002,9.88,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.8,0626-0847209
110,222539630,18 09 11.382,-27 20 52.21,1,15.784,,,314-150461,18091136-2720518,STAR,JHK,,5.0,8.6,1.6,4.6,,,,,,,,,,,,,13.539000000000001,0.049,12.879000000000001,0.046,12.683,0.049,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-0pp-0-0,6.4,
111,222541171,18 10 04.007,-27 20 43.70,1,14.220999999999998,,,314-153229,18100400-2720436,STAR,BV,,9.8,6.6,-10.6,6.4,,,16.183,0.09,14.558,0.04,,,,,,,12.312999999999999,0.037000000000000005,11.508,0.033,11.285,0.040999999999999995,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,4.3,
112,222541897,18 15 26.253,-27 20 39.99,1,13.857999999999999,,,314-172675,18152625-2720401,STAR,JHK,,5.5,3.0,-25.6,3.9,,,,,,,,,,,,,12.293,0.055999999999999994,11.824000000000002,0.121,11.658,0.09699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-ccc-0-0,6.7,
113,222548618,18 06 24.288,-27 20 04.55,1,14.989,,,314-141813,18062427-2720045,STAR,BV,,3.7,4.5,-0.6,4.4,,,17.19,0.26,15.376,0.051,,,,,,,13.222999999999999,0.05,12.513,0.054000000000000006,12.363,0.054000000000000006,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,4.4,
114,222551169,18 02 28.121,-27 19 51.05,1,14.86,,,,18022812-2719510,STAR,J,,2.0,3.0,6.0,2.0,,,,,,,,,,,,,13.532,0.039,12.492,0.037000000000000005,12.136,0.038,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,4.3,0626-0843251
115,222551868,18 18 50.503,-27 19 47.26,1,13.963,,,314-184124,18185050-2719472,STAR,JHK,,-11.7,3.4,-5.0,3.5,,,,,,,,,,,,,12.540999999999999,0.045,12.151,0.054000000000000006,11.975,0.045,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.0,
116,222553388,18 15 11.422,-27 19 39.64,1,11.984000000000002,,,314-171869,18151141-2719396,STAR,JHK,,-7.2,2.5,5.1,2.5,,,,,,,,,,,,,9.765,0.026000000000000002,8.991,0.024,8.82,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.0,
117,222553938,18 06 31.757,-27 19 36.73,1,15.540999999999999,,,314-142177,18063177-2719367,STAR,JHK,,-0.8,8.4,-8.5,5.4,,,,,,,,,,,,,13.385,0.042,12.619000000000002,0.033,12.468,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.6,
118,222556570,18 06 22.780,-27 19 22.92,1,15.758,,,314-141751,18062277-2719227,STAR,JHK,,-1.9,8.2,-12.6,6.1,,,,,,,,,,,,,13.408,0.036000000000000004,12.685,0.027000000000000003,12.517999999999999,0.034,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.6,
119,222557988,18 18 22.059,-27 19 15.41,1,14.267000000000001,,,314-182799,18182206-2719153,STAR,JHK,,6.7,3.6,1.7,3.6,,,,,,,,,,,,,12.012,0.021,11.331,0.024,11.152999999999999,0.02,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,12.4,
120,222558157,17 50 17.324,-27 19 14.47,1,14.450999999999999,,,314-117650,17501731-2719144,STAR,gri,,-1.4,1.9,-5.9,1.9,,,15.722999999999999,0.04,14.783,0.043,15.280999999999999,0.042,14.474,0.049,14.095999999999998,0.073,12.853,0.027000000000000003,12.395999999999999,0.026000000000000002,12.321,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.5,
121,222563094,18 02 34.055,-27 18 47.92,1,15.074000000000002,,,,18023405-2718479,STAR,J,,,,,,,,,,,,,,,,,,13.74,0.055,12.685,0.057,12.312999999999999,0.043,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.3,0626-0843696
122,222563473,18 17 39.793,-27 18 45.90,1,14.007,,,314-180480,18173980-2718460,STAR,JHK,,1.0,3.6,-18.7,3.6,,,,,,,,,,,,,11.805,0.023,11.133,0.026000000000000002,10.962,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.5,
123,222569485,18 20 09.812,-27 18 13.41,1,14.2,,,314-187181,18200980-2718135,STAR,JHK,,1.5,3.4,5.7,3.6,,,,,,,,,,,,,11.856,0.031,11.182,0.03,10.968,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.1,
124,222570734,18 06 40.131,-27 18 06.75,1,15.194,,,314-142725,18064011-2718066,STAR,J,,2.9,11.3,-12.2,3.7,,,,,,,,,,,,,13.855,0.042,13.561,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,AAU-220-110-cp0-0-0,7.9,
125,222572840,18 06 25.774,-27 17 55.70,1,15.737,,,314-141895,18062577-2717555,STAR,JHK,,-54.5,9.0,61.2,9.0,,,,,,,,,,,,,13.315999999999999,0.042,12.527000000000001,0.042,12.289000000000001,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-112-ccc-0-0,5.8,0627-0865452
126,222574234,17 53 09.922,-27 17 48.35,1,11.43,,,314-118612,17530992-2717483,STAR,J,,27.6,4.0,-10.5,3.5,,,,,,,,,,,,,9.73,0.02,8.618,0.023,8.249,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-211-111-000-0-0,7.9,
127,222575532,18 19 07.518,-27 17 41.23,1,14.321,,,314-184802,18190751-2717411,STAR,JHK,,-6.0,4.4,-11.1,3.6,,,,,,,,,,,,,12.152000000000001,0.026000000000000002,11.559000000000001,0.031,11.319,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.2,
128,222579973,18 17 09.385,-27 17 18.21,1,14.001,,,314-178871,18170939-2717182,STAR,JHK,,12.5,5.1,13.2,6.6,,,,,,,,,,,,,12.315,0.044000000000000004,11.800999999999998,0.06,11.633,0.040999999999999995,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,4.0,
129,222583990,17 53 34.223,-27 16 57.53,1,6.949,87589.0,6849-704-1,314-118823,17533422-2716576,STAR,BV,,17.37,0.73,2.87,0.48,6.87,0.59,7.046,0.016,6.89,0.011000000000000001,,,,,,,6.513999999999999,0.021,6.452000000000001,0.031,6.371,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.3,
130,222589192,18 06 37.075,-27 16 30.36,1,15.526,,,314-142484,18063707-2716302,STAR,JHK,,-51.0,6.2,-126.1,42.5,,,,,,,,,,,,,12.962,0.040999999999999995,12.137,0.043,11.883,0.042,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.2,
131,222590100,18 20 57.727,-27 16 25.53,1,14.618,,,314-189063,18205772-2716255,STAR,JHK,,-13.5,3.7,-2.0,3.8,,,,,,,,,,,,,13.067,0.028999999999999998,12.540999999999999,0.031,12.437999999999999,0.034,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.3,
132,222594016,18 06 30.150,-27 16 04.81,1,13.936,,,,18063015-2716048,STAR,J,,-8.0,0.0,-12.0,3.0,,,,,,,,,,,,,12.573,0.053,11.585,0.048,11.314,0.047,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-112-00c-0-0,4.6,0627-0865863
133,222605741,18 16 50.887,-27 15 02.70,1,15.204,,,314-177859,18165089-2715027,STAR,JHK,,6.4,3.9,-17.9,4.5,,,,,,,,,,,,,13.783,0.043,13.314,0.057,13.218,0.05,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.4,
134,222609967,18 07 21.602,-27 14 41.06,1,15.883,,,314-145893,18072158-2714410,STAR,JHK,,2.3,8.7,2.0,8.7,,,,,,,,,,,,,13.632,0.045,12.945,0.062,12.774000000000001,0.066,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,6.5,
135,222613836,18 03 11.583,-27 14 20.44,1,14.843,,,,18031158-2714204,STAR,J,,,,,,,,,,,,,,,,,,13.515999999999998,0.07,12.449000000000002,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,AAE-222-111-c00-0-0,5.0,0627-0848742
136,222627308,18 02 46.791,-27 13 08.96,1,14.052999999999999,,,,18024679-2713089,STAR,J,,,,,,,,,,,,,,,,,,12.700999999999999,0.064,11.210999999999999,0.051,10.672,0.042,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-0dd-0-0,6.2,0627-0847072
137,222642837,17 52 56.088,-27 11 47.11,1,10.252,,6849-1259-1,315-122311,17525609-2711470,STAR,BV,,-17.9,2.8,-56.4,2.5,,,11.002,0.077,10.370999999999999,0.062,,,,,,,9.113999999999999,0.03,8.743,0.023,8.709,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-122-111-000-0-0,11.5,
138,222643038,17 56 37.209,-27 11 46.08,1,10.232999999999999,,6849-1034-1,315-123865,17563721-2711461,STAR,gri,,-8.5,2.6,-0.6,2.3,,,10.047,0.026000000000000002,10.042,0.031,10.201,0.03,10.243,0.04,10.389000000000001,0.06,9.917,0.021,9.948,0.025,9.952,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.7,
139,222644522,18 07 06.601,-27 11 38.28,1,15.385,,,315-143640,18070660-2711382,STAR,JHK,,-14.7,6.5,-0.6,6.7,,,,,,,,,,,,,13.026,0.05,12.259,0.053,12.023,0.051,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,8.7,
140,222648654,18 08 47.082,-27 11 15.98,1,16.078,,,,18084708-2711159,STAR,JHK,,-46.9,9.0,33.9,9.0,,,,,,,,,,,,,13.537,0.051,12.802,0.07200000000000001,12.549000000000001,0.064,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-212-ccc-0-0,5.2,0628-0873141
141,222656365,18 19 20.698,-27 10 36.03,1,13.173,,,315-180292,18192070-2710361,STAR,JHK,,-4.5,3.5,8.0,4.8,,,,,,,,,,,,,10.669,0.026000000000000002,9.932,0.027999999999999997,9.714,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.2,
142,222666381,18 02 54.798,-27 09 43.08,1,15.045,,,,18025479-2709430,STAR,J,,,,,,,,,,,,,,,,,,13.712,0.063,12.571,0.077,12.164000000000001,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.2,0628-0841588
143,222668291,18 19 45.797,-27 09 33.14,1,12.399000000000001,,,315-181354,18194579-2709331,STAR,JHK,,14.1,4.7,-26.7,5.1,,,,,,,,,,,,,10.827,0.026000000000000002,10.337,0.026000000000000002,10.189,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.0,
144,222668508,18 15 06.101,-27 09 32.03,1,15.343,,,315-166820,18150609-2709318,STAR,J,,7.3,21.6,-2.2,21.4,,,,,,,,,,,,,13.997,0.059000000000000004,13.253,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,AAU-226-220-cc0-0-0,3.7,
145,222672802,18 24 11.998,-27 09 09.42,1,13.434000000000001,,,315-191638,18241199-2709093,STAR,JHK,,-1.8,3.7,5.4,3.8,,,,,,,,,,,,,11.517000000000001,0.024,10.918,0.026000000000000002,10.759,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.9,
146,222673680,18 19 16.363,-27 09 04.61,1,14.530999999999999,,,315-180129,18191637-2709046,STAR,JHK,,6.0,3.6,0.1,3.6,,,,,,,,,,,,,12.525,0.02,11.87,0.025,11.74,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.9,
147,222683750,18 25 49.517,-27 08 10.95,1,15.524000000000001,,,315-195122,18254950-2708109,STAR,JHK,,9.7,6.2,5.7,4.6,,,,,,,,,,,,,13.939,0.047,13.401,0.053,13.296,0.063,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-122-0cc-0-0,5.8,
148,222686870,18 01 38.592,-27 07 54.62,1,14.308,,,,18013859-2707546,STAR,J,,,,,,,,,,,,,,,,,,12.974,0.039,11.651,0.039,11.167,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.3,0628-0836015
149,222688996,18 19 40.608,-27 07 43.78,1,14.818,,,315-181138,18194061-2707437,STAR,JHK,,-29.6,3.6,-8.6,3.7,,,,,,,,,,,,,12.659,0.026000000000000002,12.02,0.027000000000000003,11.829,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.3,
150,222691358,18 06 32.406,-27 07 31.51,1,14.868,,,315-141397,18063241-2707315,STAR,JHK,,-31.8,3.7,-0.7,4.2,,,,,,,,,,,,,13.382,0.04,12.940999999999999,0.04,12.783,0.043,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-112-00c-0-0,5.1,
151,222695471,18 06 34.525,-27 07 10.30,1,14.302,,,315-141506,18063452-2707101,STAR,J,,,,,,,,,,,,,,,,,,12.967,0.053,12.024000000000001,0.047,11.76,0.049,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,7.5,0628-0861347
152,222703234,18 02 43.532,-27 06 28.83,1,15.175,,,,18024353-2706288,STAR,J,,,,,,,,,,,,,,,,,,13.837,0.027000000000000003,12.445,0.021,11.988,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.3,0628-0840816
153,222703551,18 03 20.713,-27 06 27.13,1,15.137,,,,18032071-2706271,STAR,J,,,,,,,,,,,,,,,,,,13.800999999999998,0.033,12.849,0.035,12.503,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.3,0628-0844009
154,222741210,18 24 20.984,-27 03 07.65,1,14.335,,,315-192011,18242097-2703077,STAR,JHK,,-0.2,3.6,12.0,3.7,,,,,,,,,,,,,12.627,0.034,12.038,0.033,11.937000000000001,0.034,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.7,
155,222753500,18 02 40.504,-27 02 03.22,1,15.167,,,,18024050-2702032,STAR,J,,,,,,,,,,,,,,,,,,13.83,0.042,12.705,0.022000000000000002,12.475999999999999,0.032,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,3.6,0629-0814954
156,222758304,18 06 17.890,-27 01 37.89,1,15.452,,,315-140568,18061789-2701379,STAR,JHK,,-46.2,4.6,-0.3,6.4,,,,,,,,,,,,,13.442,0.046,12.777000000000001,0.046,12.655999999999999,0.05,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-121-0c0-0-0,5.8,
157,222759976,18 05 25.510,-27 01 29.24,1,14.747,,,315-137160,18052548-2701290,STAR,JHK,,-0.8,4.2,-5.9,4.5,,,,,,,,,,,,,12.512,0.048,11.875,0.129,11.659,0.051,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-ccc-0-0,7.5,
158,222760161,18 03 22.284,-27 01 28.25,1,15.151,,,,18032228-2701282,STAR,J,,6.0,4.0,10.0,2.0,,,,,,,,,,,,,13.814,0.057,12.705,0.067,12.415,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,3.9,0629-0819454
159,222763743,18 22 05.184,-27 01 09.61,1,14.335,,,315-186558,18220518-2701096,STAR,JHK,,12.0,5.2,-5.6,3.6,,,,,,,,,,,,,12.427999999999999,0.021,11.786,0.018000000000000002,11.673,0.019,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.4,
160,222769995,18 21 25.898,-27 00 36.29,1,13.446,,,315-185256,18212589-2700362,STAR,JHK,,8.8,3.4,-7.7,3.5,,,,,,,,,,,,,11.237,0.022000000000000002,10.575999999999999,0.023,10.392000000000001,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.1,
161,222780033,18 06 36.119,-26 59 43.03,1,15.582,,,316-139782,18063612-2659430,STAR,JHK,,-15.3,14.3,-17.3,14.5,,,,,,,,,,,,,12.956,0.038,12.019,0.036000000000000004,11.856,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-122-0cc-0-0,5.6,
162,222791769,18 06 55.379,-26 58 41.63,1,15.918,,,,18065537-2658416,STAR,JHK,,2.0,0.0,6.0,7.0,,,,,,,,,,,,,13.685,0.048,12.859000000000002,0.042,12.734000000000002,0.048,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00d-0-0,9.3,0630-0802092
163,222806673,18 02 15.176,-26 57 23.18,1,14.837,,,,18021517-2657231,STAR,J,,,,,,,,,,,,,,,,,,13.51,0.039,12.475,0.038,11.99,0.049,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-cpc-0-0,4.8,0630-0770907
164,222806825,18 02 52.997,-26 57 22.31,1,14.432,,,,18025299-2657223,STAR,J,,,,,,,,,,,,,,,,,,13.103,0.051,12.005999999999998,0.049,11.6,0.037000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.2,0630-0774492
165,222807761,18 04 52.817,-26 57 17.22,1,15.743,,,316-133450,18045282-2657168,STAR,JHK,,-5.0,9.3,-18.4,11.2,,,,,,,,,,,,,13.161,0.066,12.33,0.075,12.075999999999999,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-212-c0c-0-0,4.1,
166,222808213,18 02 06.429,-26 57 14.71,1,15.087,,,,18020642-2657147,STAR,J,,,,,,,,,,,,,,,,,,13.753,0.077,12.719000000000001,0.095,12.317,0.087,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,4.0,0630-0770152
167,222808946,18 23 25.559,-26 57 10.85,1,9.492,90119.0,6852-5110-1,316-185789,18232556-2657108,STAR,BV,,-3.56,1.62,-7.89,0.99,-3.76,1.38,9.369,0.022000000000000002,9.372,0.025,,,,,,,9.192,0.024,9.205,0.021,9.217,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.3,
168,222818259,18 02 04.482,-26 56 21.61,1,14.629000000000001,,,,18020448-2656216,STAR,J,,-16.0,3.0,0.0,10.0,,,,,,,,,,,,,13.302999999999999,0.019,11.989,0.02,11.536,0.017,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,12.9,0630-0770011
169,222821983,17 37 36.717,-26 56 01.85,1,14.849,,,,17373671-2656018,STAR,J,,,,,,,,,,,,,,,,,,13.522,0.066,12.437999999999999,0.071,11.99,0.059000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.1,0630-0664939
170,222822746,18 01 24.053,-26 55 57.82,1,15.243,,,,18012405-2655578,STAR,J,,,,,,,,,,,,,,,,,,13.902000000000001,0.065,12.6,0.054000000000000006,12.124,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ppc-0-0,4.9,0630-0766514
171,222830313,18 06 03.472,-26 55 17.31,1,15.502,,,316-137752,18060347-2655172,STAR,JHK,,328.0,27.0,412.0,17.0,,,,,,,,,,,,,12.747,0.052000000000000005,11.866,0.053,11.605,0.047,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.2,0630-0795595
172,222832555,18 06 49.326,-26 55 05.44,1,14.597000000000001,,,316-140783,18064932-2655053,STAR,BV,,25.6,5.6,-1.9,5.6,,,15.327,0.04,14.710999999999999,0.042,,,,,,,13.140999999999998,0.033,12.332,0.028999999999999998,12.202,0.03,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,4.8,
